device_id,wifi_ssid,wifi_rssi,temperature,humidity,timestamp
esp32_real_01,IoT_Net_2.4G,-44,28.84,58.89,2026-05-20T20:36:05.539710
esp32_real_01,IoT_Net_2.4G,-58,23.45,51.26,2026-05-20T20:36:07.539549
esp32_real_01,IoT_Net_2.4G,-47,27.56,40.45,2026-05-20T20:36:09.539423
esp32_real_01,IoT_Net_2.4G,-58,26.96,56.63,2026-05-20T20:36:11.539620
esp32_real_01,IoT_Net_2.4G,-81,26.7,52.01,2026-05-20T20:36:13.539275
esp32_real_01,IoT_Net_2.4G,-66,20.67,40.46,2026-05-20T20:36:15.539314
esp32_real_01,IoT_Net_2.4G,-55,22.6,55.74,2026-05-20T20:36:17.539495
esp32_real_01,IoT_Net_2.4G,-80,21.79,44.34,2026-05-20T20:36:19.539604
esp32_real_01,IoT_Net_2.4G,-47,20.05,57.71,2026-05-20T20:36:21.539612
esp32_real_01,IoT_Net_2.4G,-45,27.71,59.77,2026-05-20T20:36:23.539420
esp32_real_01,IoT_Net_2.4G,-75,20.8,55.79,2026-05-20T20:36:25.539665
esp32_real_01,IoT_Net_2.4G,-82,26.69,44.27,2026-05-20T20:36:27.539505
esp32_real_01,IoT_Net_2.4G,-61,21.79,53.65,2026-05-20T20:36:29.539709
esp32_real_01,IoT_Net_2.4G,-56,23.42,45.0,2026-05-20T20:36:31.539383
esp32_real_01,IoT_Net_2.4G,-66,29.78,51.3,2026-05-20T20:36:33.539518
esp32_real_01,IoT_Net_2.4G,-65,23.84,48.04,2026-05-20T20:36:35.539390
esp32_real_01,IoT_Net_2.4G,-45,24.47,48.14,2026-05-20T20:36:37.539259
esp32_real_01,IoT_Net_2.4G,-71,25.65,57.47,2026-05-20T20:36:39.539263
esp32_real_01,IoT_Net_2.4G,-75,29.37,43.38,2026-05-20T20:36:41.539506
esp32_real_01,IoT_Net_2.4G,-47,23.9,47.38,2026-05-20T20:36:43.539300
esp32_real_01,IoT_Net_2.4G,-68,20.41,46.92,2026-05-20T20:36:45.539643
esp32_real_01,IoT_Net_2.4G,-81,21.05,41.64,2026-05-20T20:36:47.539360
esp32_real_01,IoT_Net_2.4G,-74,22.6,49.6,2026-05-20T20:36:49.539494
esp32_real_01,IoT_Net_2.4G,-76,26.54,50.47,2026-05-20T20:36:51.539587
esp32_real_01,IoT_Net_2.4G,-83,28.69,44.55,2026-05-20T20:36:53.539497
esp32_real_01,IoT_Net_2.4G,-73,26.9,44.18,2026-05-20T20:36:55.539631
esp32_real_01,IoT_Net_2.4G,-42,23.86,53.91,2026-05-20T20:36:57.539650
esp32_real_01,IoT_Net_2.4G,-60,26.63,59.54,2026-05-20T20:36:59.539333
esp32_real_01,IoT_Net_2.4G,-81,26.61,59.79,2026-05-20T20:37:01.539256
esp32_real_01,IoT_Net_2.4G,-84,26.06,57.19,2026-05-20T20:37:03.539695
esp32_real_01,IoT_Net_2.4G,-81,23.09,43.95,2026-05-20T20:37:05.539412
esp32_real_01,IoT_Net_2.4G,-73,21.86,40.83,2026-05-20T20:37:07.539618
esp32_real_01,IoT_Net_2.4G,-55,22.91,47.69,2026-05-20T20:37:09.539267
esp32_real_01,IoT_Net_2.4G,-76,28.99,41.82,2026-05-20T20:37:11.539504
esp32_real_01,IoT_Net_2.4G,-44,24.38,53.82,2026-05-20T20:37:13.539483
esp32_real_01,IoT_Net_2.4G,-45,29.55,50.22,2026-05-20T20:37:15.539345
esp32_real_01,IoT_Net_2.4G,-44,28.3,49.05,2026-05-20T20:37:17.539473
esp32_real_01,IoT_Net_2.4G,-50,27.81,44.93,2026-05-20T20:37:19.539603
esp32_real_01,IoT_Net_2.4G,-76,23.53,56.96,2026-05-20T20:37:21.539669
esp32_real_01,IoT_Net_2.4G,-41,27.35,57.63,2026-05-20T20:37:23.539559
esp32_real_01,IoT_Net_2.4G,-79,23.68,58.96,2026-05-20T20:37:25.539490
esp32_real_01,IoT_Net_2.4G,-84,26.82,44.8,2026-05-20T20:37:27.539552
esp32_real_01,IoT_Net_2.4G,-83,22.34,53.29,2026-05-20T20:37:29.539555
esp32_real_01,IoT_Net_2.4G,-57,28.5,40.8,2026-05-20T20:37:31.539348
esp32_real_01,IoT_Net_2.4G,-81,21.91,45.62,2026-05-20T20:37:33.539531
esp32_real_01,IoT_Net_2.4G,-49,23.06,56.76,2026-05-20T20:37:35.539275
esp32_real_01,IoT_Net_2.4G,-44,23.56,44.62,2026-05-20T20:37:37.539338
esp32_real_01,IoT_Net_2.4G,-72,20.1,47.29,2026-05-20T20:37:39.539681
esp32_real_01,IoT_Net_2.4G,-60,21.82,46.49,2026-05-20T20:37:41.539568
esp32_real_01,IoT_Net_2.4G,-50,26.66,41.48,2026-05-20T20:37:43.539429
esp32_real_01,IoT_Net_2.4G,-43,22.84,56.37,2026-05-20T20:37:45.539414
esp32_real_01,IoT_Net_2.4G,-46,21.73,58.81,2026-05-20T20:37:47.539657
esp32_real_01,IoT_Net_2.4G,-42,27.06,59.68,2026-05-20T20:37:49.539678
esp32_real_01,IoT_Net_2.4G,-58,29.65,41.39,2026-05-20T20:37:51.539707
esp32_real_01,IoT_Net_2.4G,-57,28.63,48.6,2026-05-20T20:37:53.539678
esp32_real_01,IoT_Net_2.4G,-83,28.86,46.6,2026-05-20T20:37:55.539401
esp32_real_01,IoT_Net_2.4G,-64,25.53,40.59,2026-05-20T20:37:57.539692
esp32_real_01,IoT_Net_2.4G,-49,24.43,40.52,2026-05-20T20:37:59.539374
esp32_real_01,IoT_Net_2.4G,-41,25.12,58.24,2026-05-20T20:38:01.539596
esp32_real_01,IoT_Net_2.4G,-75,25.51,53.65,2026-05-20T20:38:03.539522
esp32_real_01,IoT_Net_2.4G,-58,29.71,49.3,2026-05-20T20:38:05.539249
esp32_real_01,IoT_Net_2.4G,-63,24.9,53.01,2026-05-20T20:38:07.539392
esp32_real_01,IoT_Net_2.4G,-85,21.6,58.27,2026-05-20T20:38:09.539231
esp32_real_01,IoT_Net_2.4G,-70,21.44,47.25,2026-05-20T20:38:11.539642
esp32_real_01,IoT_Net_2.4G,-82,23.88,50.84,2026-05-20T20:38:13.539263
esp32_real_01,IoT_Net_2.4G,-80,25.08,58.08,2026-05-20T20:38:15.539264
esp32_real_01,IoT_Net_2.4G,-59,20.51,42.32,2026-05-20T20:38:17.539518
esp32_real_01,IoT_Net_2.4G,-61,28.32,48.93,2026-05-20T20:38:19.539585
esp32_real_01,IoT_Net_2.4G,-61,27.22,51.35,2026-05-20T20:38:21.539601
esp32_real_01,IoT_Net_2.4G,-83,26.19,41.58,2026-05-20T20:38:23.539457
esp32_real_01,IoT_Net_2.4G,-84,25.05,57.77,2026-05-20T20:38:25.539547
esp32_real_01,IoT_Net_2.4G,-55,28.04,58.53,2026-05-20T20:38:27.539454
esp32_real_01,IoT_Net_2.4G,-58,28.09,58.63,2026-05-20T20:38:29.539415
esp32_real_01,IoT_Net_2.4G,-74,27.75,41.08,2026-05-20T20:38:31.539541
esp32_real_01,IoT_Net_2.4G,-44,22.53,56.08,2026-05-20T20:38:33.539627
esp32_real_01,IoT_Net_2.4G,-50,28.39,41.91,2026-05-20T20:38:35.539411
esp32_real_01,IoT_Net_2.4G,-63,28.8,50.49,2026-05-20T20:38:37.539675
esp32_real_01,IoT_Net_2.4G,-40,29.49,59.92,2026-05-20T20:38:39.539546
esp32_real_01,IoT_Net_2.4G,-50,22.58,43.79,2026-05-20T20:38:41.539370
esp32_real_01,IoT_Net_2.4G,-59,23.47,40.21,2026-05-20T20:38:43.539602
esp32_real_01,IoT_Net_2.4G,-59,29.54,40.12,2026-05-20T20:38:45.539240
esp32_real_01,IoT_Net_2.4G,-70,27.26,43.51,2026-05-20T20:38:47.539683
esp32_real_01,IoT_Net_2.4G,-55,24.7,41.91,2026-05-20T20:38:49.539527
esp32_real_01,IoT_Net_2.4G,-47,23.02,55.83,2026-05-20T20:38:51.539687
esp32_real_01,IoT_Net_2.4G,-55,24.55,53.98,2026-05-20T20:38:53.539571
esp32_real_01,IoT_Net_2.4G,-48,22.13,48.29,2026-05-20T20:38:55.539661
esp32_real_01,IoT_Net_2.4G,-50,26.77,47.04,2026-05-20T20:38:57.539665
esp32_real_01,IoT_Net_2.4G,-67,22.89,58.19,2026-05-20T20:38:59.539292
esp32_real_01,IoT_Net_2.4G,-81,29.49,51.37,2026-05-20T20:39:01.539289
esp32_real_01,IoT_Net_2.4G,-56,22.28,41.33,2026-05-20T20:39:03.539551
esp32_real_01,IoT_Net_2.4G,-50,29.77,59.61,2026-05-20T20:39:05.539674
esp32_real_01,IoT_Net_2.4G,-61,21.36,48.0,2026-05-20T20:39:07.539551
esp32_real_01,IoT_Net_2.4G,-78,20.35,53.58,2026-05-20T20:39:09.539403
esp32_real_01,IoT_Net_2.4G,-73,23.28,58.79,2026-05-20T20:39:11.539413
esp32_real_01,IoT_Net_2.4G,-75,28.93,49.78,2026-05-20T20:39:13.539628
esp32_real_01,IoT_Net_2.4G,-80,21.83,53.04,2026-05-20T20:39:15.539318
esp32_real_01,IoT_Net_2.4G,-60,25.24,52.56,2026-05-20T20:39:17.539549
esp32_real_01,IoT_Net_2.4G,-61,24.04,57.51,2026-05-20T20:39:19.539505
esp32_real_01,IoT_Net_2.4G,-59,26.43,41.48,2026-05-20T20:39:21.539313
esp32_real_01,IoT_Net_2.4G,-54,28.87,59.43,2026-05-20T20:39:23.539683
esp32_real_01,IoT_Net_2.4G,-60,22.53,40.74,2026-05-20T20:39:25.539563
esp32_real_01,IoT_Net_2.4G,-77,23.77,58.01,2026-05-20T20:39:27.539654
esp32_real_01,IoT_Net_2.4G,-44,29.78,45.89,2026-05-20T20:39:29.539243
esp32_real_01,IoT_Net_2.4G,-65,24.36,56.58,2026-05-20T20:39:31.539478
esp32_real_01,IoT_Net_2.4G,-49,21.89,57.6,2026-05-20T20:39:33.539548
esp32_real_01,IoT_Net_2.4G,-83,24.82,49.23,2026-05-20T20:39:35.539622
esp32_real_01,IoT_Net_2.4G,-48,24.77,54.95,2026-05-20T20:39:37.539531
esp32_real_01,IoT_Net_2.4G,-60,20.01,55.48,2026-05-20T20:39:39.539508
esp32_real_01,IoT_Net_2.4G,-53,20.11,49.2,2026-05-20T20:39:41.539592
esp32_real_01,IoT_Net_2.4G,-84,21.29,46.1,2026-05-20T20:39:43.539571
esp32_real_01,IoT_Net_2.4G,-46,20.24,41.12,2026-05-20T20:39:45.539383
esp32_real_01,IoT_Net_2.4G,-45,22.99,57.52,2026-05-20T20:39:47.539401
esp32_real_01,IoT_Net_2.4G,-81,23.74,53.41,2026-05-20T20:39:49.539609
esp32_real_01,IoT_Net_2.4G,-68,26.02,52.32,2026-05-20T20:39:51.539328
esp32_real_01,IoT_Net_2.4G,-53,29.56,43.5,2026-05-20T20:39:53.539320
esp32_real_01,IoT_Net_2.4G,-46,21.18,41.4,2026-05-20T20:39:55.539698
esp32_real_01,IoT_Net_2.4G,-51,27.93,54.39,2026-05-20T20:39:57.539693
esp32_real_01,IoT_Net_2.4G,-77,22.85,45.08,2026-05-20T20:39:59.539607
esp32_real_01,IoT_Net_2.4G,-46,22.98,50.85,2026-05-20T20:40:01.539338
esp32_real_01,IoT_Net_2.4G,-42,24.34,51.47,2026-05-20T20:40:03.539443
esp32_real_01,IoT_Net_2.4G,-68,23.21,41.5,2026-05-20T20:40:05.539382
esp32_real_01,IoT_Net_2.4G,-55,20.78,54.43,2026-05-20T20:40:07.539517
esp32_real_01,IoT_Net_2.4G,-57,27.23,46.62,2026-05-20T20:40:09.539248
esp32_real_01,IoT_Net_2.4G,-45,21.47,50.7,2026-05-20T20:40:11.539492
esp32_real_01,IoT_Net_2.4G,-57,28.47,48.01,2026-05-20T20:40:13.539465
esp32_real_01,IoT_Net_2.4G,-66,28.73,44.85,2026-05-20T20:40:15.539320
esp32_real_01,IoT_Net_2.4G,-80,26.91,41.63,2026-05-20T20:40:17.539285
esp32_real_01,IoT_Net_2.4G,-56,20.06,40.99,2026-05-20T20:40:19.539302
esp32_real_01,IoT_Net_2.4G,-61,21.6,41.51,2026-05-20T20:40:21.539234
esp32_real_01,IoT_Net_2.4G,-53,21.61,53.6,2026-05-20T20:40:23.539561
esp32_real_01,IoT_Net_2.4G,-82,20.38,50.29,2026-05-20T20:40:25.539452
esp32_real_01,IoT_Net_2.4G,-56,22.84,54.59,2026-05-20T20:40:27.539271
esp32_real_01,IoT_Net_2.4G,-68,25.43,50.38,2026-05-20T20:40:29.539461
esp32_real_01,IoT_Net_2.4G,-48,26.79,47.88,2026-05-20T20:40:31.539461
esp32_real_01,IoT_Net_2.4G,-58,22.25,40.77,2026-05-20T20:40:33.539326
esp32_real_01,IoT_Net_2.4G,-60,22.86,40.26,2026-05-20T20:40:35.539720
esp32_real_01,IoT_Net_2.4G,-81,28.71,55.77,2026-05-20T20:40:37.539576
esp32_real_01,IoT_Net_2.4G,-72,28.49,59.15,2026-05-20T20:40:39.539337
esp32_real_01,IoT_Net_2.4G,-79,20.99,52.92,2026-05-20T20:40:41.539574
esp32_real_01,IoT_Net_2.4G,-66,21.81,42.23,2026-05-20T20:40:43.539269
esp32_real_01,IoT_Net_2.4G,-68,24.68,58.52,2026-05-20T20:40:45.539245
esp32_real_01,IoT_Net_2.4G,-44,21.33,51.13,2026-05-20T20:40:47.539520
esp32_real_01,IoT_Net_2.4G,-56,29.92,43.09,2026-05-20T20:40:49.539391
esp32_real_01,IoT_Net_2.4G,-58,25.58,47.03,2026-05-20T20:40:51.539497
esp32_real_01,IoT_Net_2.4G,-68,25.61,48.63,2026-05-20T20:40:53.539434
esp32_real_01,IoT_Net_2.4G,-84,27.69,43.87,2026-05-20T20:40:55.539499
esp32_real_01,IoT_Net_2.4G,-85,20.37,53.04,2026-05-20T20:40:57.539679
esp32_real_01,IoT_Net_2.4G,-54,24.12,49.64,2026-05-20T20:40:59.539362
esp32_real_01,IoT_Net_2.4G,-75,28.84,55.86,2026-05-20T20:41:01.539638
esp32_real_01,IoT_Net_2.4G,-79,23.58,43.11,2026-05-20T20:41:03.539467
esp32_real_01,IoT_Net_2.4G,-58,25.4,40.39,2026-05-20T20:41:05.539557
esp32_real_01,IoT_Net_2.4G,-50,28.09,46.02,2026-05-20T20:41:07.539643
esp32_real_01,IoT_Net_2.4G,-61,28.47,42.3,2026-05-20T20:41:09.539498
esp32_real_01,IoT_Net_2.4G,-82,21.94,53.38,2026-05-20T20:41:11.539506
esp32_real_01,IoT_Net_2.4G,-55,27.14,53.89,2026-05-20T20:41:13.539653
esp32_real_01,IoT_Net_2.4G,-67,22.02,57.74,2026-05-20T20:41:15.539630
esp32_real_01,IoT_Net_2.4G,-47,24.86,54.93,2026-05-20T20:41:17.539331
esp32_real_01,IoT_Net_2.4G,-80,29.19,54.57,2026-05-20T20:41:19.539645
esp32_real_01,IoT_Net_2.4G,-73,26.62,44.56,2026-05-20T20:41:21.539511
esp32_real_01,IoT_Net_2.4G,-49,26.15,44.98,2026-05-20T20:41:23.539360
esp32_real_01,IoT_Net_2.4G,-54,24.63,55.76,2026-05-20T20:41:25.539639
esp32_real_01,IoT_Net_2.4G,-75,22.85,49.63,2026-05-20T20:41:27.539429
esp32_real_01,IoT_Net_2.4G,-67,23.61,46.52,2026-05-20T20:41:29.539467
esp32_real_01,IoT_Net_2.4G,-62,24.96,47.22,2026-05-20T20:41:31.539402
esp32_real_01,IoT_Net_2.4G,-63,25.49,50.84,2026-05-20T20:41:33.539684
esp32_real_01,IoT_Net_2.4G,-74,25.08,55.11,2026-05-20T20:41:35.539520
esp32_real_01,IoT_Net_2.4G,-43,26.61,41.22,2026-05-20T20:41:37.539694
esp32_real_01,IoT_Net_2.4G,-59,20.44,52.27,2026-05-20T20:41:39.539271
esp32_real_01,IoT_Net_2.4G,-45,21.71,57.73,2026-05-20T20:41:41.539596
esp32_real_01,IoT_Net_2.4G,-48,28.84,44.33,2026-05-20T20:41:43.539338
esp32_real_01,IoT_Net_2.4G,-66,25.34,55.64,2026-05-20T20:41:45.539474
esp32_real_01,IoT_Net_2.4G,-51,26.38,58.64,2026-05-20T20:41:47.539613
esp32_real_01,IoT_Net_2.4G,-46,27.42,48.41,2026-05-20T20:41:49.539671
esp32_real_01,IoT_Net_2.4G,-44,20.17,55.84,2026-05-20T20:41:51.539206
esp32_real_01,IoT_Net_2.4G,-65,27.3,49.17,2026-05-20T20:41:53.539570
esp32_real_01,IoT_Net_2.4G,-71,27.68,51.03,2026-05-20T20:41:55.539280
esp32_real_01,IoT_Net_2.4G,-45,25.47,43.2,2026-05-20T20:41:57.539393
esp32_real_01,IoT_Net_2.4G,-53,28.18,54.79,2026-05-20T20:41:59.539365
esp32_real_01,IoT_Net_2.4G,-63,23.78,57.91,2026-05-20T20:42:01.539571
esp32_real_01,IoT_Net_2.4G,-57,24.86,47.86,2026-05-20T20:42:03.539401
esp32_real_01,IoT_Net_2.4G,-66,26.06,45.16,2026-05-20T20:42:05.539299
esp32_real_01,IoT_Net_2.4G,-42,27.77,41.11,2026-05-20T20:42:07.539642
esp32_real_01,IoT_Net_2.4G,-51,24.91,45.37,2026-05-20T20:42:09.539268
esp32_real_01,IoT_Net_2.4G,-41,24.84,43.09,2026-05-20T20:42:11.539582
esp32_real_01,IoT_Net_2.4G,-53,27.23,55.07,2026-05-20T20:42:13.539375
esp32_real_01,IoT_Net_2.4G,-60,28.51,44.26,2026-05-20T20:42:15.539491
esp32_real_01,IoT_Net_2.4G,-82,29.03,44.35,2026-05-20T20:42:17.539658
esp32_real_01,IoT_Net_2.4G,-61,28.96,41.13,2026-05-20T20:42:19.539534
esp32_real_01,IoT_Net_2.4G,-59,28.48,53.14,2026-05-20T20:42:21.539520
esp32_real_01,IoT_Net_2.4G,-66,20.86,56.79,2026-05-20T20:42:23.539484
esp32_real_01,IoT_Net_2.4G,-53,23.57,55.11,2026-05-20T20:42:25.539708
esp32_real_01,IoT_Net_2.4G,-42,20.53,50.94,2026-05-20T20:42:27.539704
esp32_real_01,IoT_Net_2.4G,-63,21.48,56.35,2026-05-20T20:42:29.539251
esp32_real_01,IoT_Net_2.4G,-44,20.27,50.71,2026-05-20T20:42:31.539320
esp32_real_01,IoT_Net_2.4G,-84,23.73,54.31,2026-05-20T20:42:33.539351
esp32_real_01,IoT_Net_2.4G,-51,28.67,51.11,2026-05-20T20:42:35.539443
esp32_real_01,IoT_Net_2.4G,-56,29.58,50.69,2026-05-20T20:42:37.539468
esp32_real_01,IoT_Net_2.4G,-77,21.74,49.57,2026-05-20T20:42:39.539289
esp32_real_01,IoT_Net_2.4G,-61,21.02,44.42,2026-05-20T20:42:41.539505
esp32_real_01,IoT_Net_2.4G,-40,25.71,59.94,2026-05-20T20:42:43.539453
esp32_real_01,IoT_Net_2.4G,-57,26.44,40.69,2026-05-20T20:42:45.539604
esp32_real_01,IoT_Net_2.4G,-71,21.39,49.92,2026-05-20T20:42:47.539647
esp32_real_01,IoT_Net_2.4G,-51,22.72,51.71,2026-05-20T20:42:49.539605
esp32_real_01,IoT_Net_2.4G,-53,26.77,48.11,2026-05-20T20:42:51.539372
esp32_real_01,IoT_Net_2.4G,-64,22.83,49.9,2026-05-20T20:42:53.539656
